word,dsocial science,dengineering,dmedicine,d-lifescience
visual rating scale,2,0,1,0
Ordered sequences,0,1,0,2
Precursors,0,1,2,0
Pharmacotherapy,1,1,1,0
declarative memory,1,0,1,1
Employment,0,0,2,1
Emotion and cognition,0,2,1,0
Drug therapy,0,2,0,1
Sensory modality,1,1,1,0
set-shifting,1,1,0,0
Antidepressants,1,0,2,0
Domestic chick,0,0,3,0
interference,2,0,1,0
Hallucination,0,0,2,1
Optical flow,1,1,1,0
Nursing homes,1,1,0,1
blood pressure,0,1,2,0
voxel-based morphometry,1,0,2,0
Affective computing,2,1,0,0
Reflexive attention,1,0,2,0
Cerebral visual impairment,0,1,2,0
Multi-tasking,2,1,0,0
Internal model,0,1,2,0
Polysomnography,0,1,1,1
Geriatric,0,0,3,0
Duration,0,0,3,0
encephalopathy,1,0,2,0
Instructions,1,0,1,1
Scanpaths,0,3,0,0
risperidone,1,0,2,0
ECT,1,0,2,0
Temporal lobe atrophy,1,2,0,0
Causal cognition,1,1,1,0
cognitive disorders,0,0,2,1
Number magnitude,0,1,2,0
Temporal cognition,0,0,2,1
Neurobehavioural,2,0,1,0
Maltreatment,0,1,1,1
Naive physics,1,0,0,2
Low back pain,0,2,1,0
White matter hyperintensity,0,0,2,1
Brain state,1,0,2,0
divided attention,0,1,2,0
Salience network,1,1,1,0
Anorexia,2,0,1,0
Global perception,1,1,1,0
Wilson's disease,0,1,1,1
Continuous positive airway pressure,1,0,1,1
Perception-action,0,1,2,0
Neurobehavioral function,2,0,1,0
Sensory gating,0,0,3,0
Visual deprivation,0,1,2,0
Auditory evoked potential,1,0,1,1
sLORETA,0,1,2,0
Neuromodulation,1,1,0,1
Cognitive styles,0,2,1,0
Rehearsal,0,0,2,1
pharmacokinetics,2,0,0,1
capuchin monkeys,1,1,1,0
Spatial compatibility,0,2,1,0
Visual deficits,0,1,1,1
Qualia,0,1,1,1
Frail elderly,0,0,3,0
Misinformation,1,1,1,0
Orientation tuning,1,0,2,0
Ultrasonography,0,2,0,1
Socioeconomic factors,0,1,1,1
Augmented reality,1,1,1,0
Psychomotor,0,1,1,1
NMDA receptor antagonist,0,0,2,1
Event-related synchronization (ERS),1,0,2,0
Time course,0,1,2,0
magnocellular,2,1,0,0
Negative numbers,0,0,2,1
Ethnicity,0,0,3,0
Intractable epilepsy,0,2,1,0
error processing,1,0,2,0
PCP,1,2,0,0
Guaraná,0,0,3,0
Müller-Lyer,0,2,1,0
Fairness,0,3,0,0
Auditory cognition,1,0,1,1
Pupil,0,1,2,0
Neurosurgery,1,1,1,0
Place,2,0,1,0
Continuous Performance Test,1,1,1,0
Joubert syndrome,0,3,0,0
Perceptual memory,2,1,0,0
Parkinson's disease dementia,1,2,0,0
Psychological well-being,0,1,2,0
Dystrophin,1,0,2,0
Pattern-reversal VEPs,0,1,1,1
AIDS,1,0,2,0
Multisensory stimulation,1,0,1,1
Fetal alcohol spectrum disorder,1,1,1,0
Punishment,1,1,0,1
Serial order,1,0,2,0
Drugs,0,1,1,1
Driver behavior,0,1,1,1
Brain network,0,2,1,0
function,2,0,1,0
Salticidae,2,0,0,1
Case alternation,1,1,1,0
Ataxia,1,1,1,0
infant cognition,0,2,1,0
Modelling,0,1,1,1
Visuospatial skills,0,0,3,0
Multimodal processing,0,1,2,0
Top-down attention,1,0,2,0
Choice,1,1,0,1
Vocal communication,0,2,0,1
Cocaine dependence,0,2,0,1
CPT,0,1,2,0
Balance control,0,0,3,0
post-traumatic stress disorder,0,0,3,0
Spatial perception,1,1,1,0
Demography,0,1,2,0
Threshold,0,1,2,0
Cerebral dominance,0,3,0,0
number,0,1,2,0
BMI,1,2,0,0
Picture,1,1,0,1
geriatric assessment,0,2,1,0
Carbon dioxide,1,2,0,0
imagery,0,1,1,1
psychomotor performance,0,2,1,0
Visuomotor control,0,1,2,0
Sequential learning,0,2,1,0
information visualization,0,1,2,0
Adaptive behaviour,0,3,0,0
Iron,0,2,0,1
Concept formation,1,0,2,0
Dysphoria,1,1,1,0
Self-monitoring,0,0,2,1
Temporal order,0,1,2,0
Drug addiction,0,1,1,1
Stimulant,0,1,1,1
Immersive virtual reality,1,1,0,1
Old/new effect,0,2,1,0
age differences,0,3,0,0
Curvature,0,1,2,0
Implicit Association Test,1,1,1,0
Urinary incontinence,1,0,2,0
Arabic digits,1,1,1,0
Place cell,1,1,1,0
Impulsiveness,1,1,1,0
Logic,0,1,2,0
Conceptual combination,0,2,1,0
tractography,1,0,2,0
Paired associate learning,0,2,0,1
Spatial bias,0,1,1,1
Simulation theory,0,2,1,0
Perseverative cognition,0,2,1,0
Cardiovascular,0,0,3,0
Anxiety disorder,1,0,2,0
Boston Qualitative Scoring System,0,1,1,1
Summation,0,1,2,0
Spatial cuing,1,0,1,1
Bromazepam,0,1,2,0
Risk taking,2,0,0,1
Configural,1,0,2,0
thalamus,0,3,0,0
Information-seeking,1,0,2,0
Oxycodone,0,2,1,0
Short term memory,1,2,0,0
physical activity,0,1,1,1
Iconicity,1,0,2,0
Numerical distance effect,1,0,1,1
Preferences,0,0,2,1
Dental education,0,1,2,0
Slowing,1,1,1,0
neuroprotection,1,0,2,0
Selection,1,1,0,1
Picture-word interference,0,1,2,0
Other-race effect,2,0,1,0
?-Synuclein,1,1,1,0
Transference,0,2,1,0
perspective-taking,0,2,0,1
Manipulation,1,0,1,1
SF-36,0,1,2,0
Transactions of the ASME",0,0,0,0
Pupillary responses,0,1,1,1
OFA,2,1,0,0
Fracture,0,0,1,2
Closed-head injury,0,1,2,0
Child neuropsychology,3,0,0,0
Dual-task paradigm,0,0,2,0
Healthy adults,0,1,2,0
Task-induced deactivation,1,1,0,1
Nonconceptual content,0,0,3,0
Trail making,1,1,1,0
Erythropoietin,1,1,1,0
Deficit syndrome,1,1,1,0
Homeostasis,0,2,1,0
dual task,0,1,1,1
Social robotics,2,1,0,0
Decision,1,2,0,0
Fmri,0,3,0,0
Fluid reasoning,1,1,1,0
Neuroimage,0,1,2,0
Actigraphy,0,2,1,0
regulation,2,0,1,0
Mismatch negativity (MMN),1,2,0,0
Motion coherence,0,2,1,0
VPP,0,2,1,0
Subjective effects,0,0,2,1
Visualisation,0,2,0,1
Frontal eye fields,1,0,2,0
Sensorimotor plasticity,1,1,0,1
Charles Bonnet,1,1,1,0
Reading disability,2,0,1,0
Smooth pursuit eye movements,0,1,0,2
Food craving,0,1,1,1
Demyelination,2,0,0,1
Neuropsychoanalysis,0,2,1,0
Abstraction,0,0,3,0
Very low birth weight,0,1,2,0
Myotonic dystrophy type 1,0,1,1,1
Illusions,1,1,1,0
Benign childhood epilepsy with centrotemporal spikes,1,1,0,1
Robot navigation,1,2,0,0
Gibbons,0,1,2,0
Neuropsychological rehabilitation,1,1,1,0
Comparative neuroscience,0,3,0,0
Pain measurement,1,2,0,0
Inner speech,0,0,2,1
semantic priming,2,0,0,1
Object recognition memory,0,0,2,1
High-risk,0,3,0,0
Nonsymbolic,0,1,0,2
resting-state,1,2,0,0
Arm movements,1,0,2,0
Galantamine,1,0,2,0
Frontotemporal lobar degeneration,0,0,3,0
Motor intention,0,1,2,0
Neurodegenerative disorders,0,2,0,1
Acquired brain injury,0,0,1,2
Manual pointing,0,2,1,0
Coordination dynamics,1,1,1,0
Cognitive demands,1,2,0,0
Source analysis,1,1,0,1
Self-motion,0,0,3,0
Goal,0,2,1,0
APOE genotype,1,1,1,0
Object cognition,0,1,2,0
N-back,1,0,2,0
Negative compatibility effect,0,1,2,0
Chinese characters,1,1,1,0
Preclinical Alzheimer's disease,0,3,0,0
hallucinations,0,3,0,0
Complex span,1,0,1,1
Way-finding,0,1,2,0
Learning difficulties,0,2,1,0
Fragile X,1,1,1,0
Scene gist,2,1,0,0
Visual adaptation,0,1,2,0
Smoking cessation,0,0,2,1
Nouns,1,2,0,0
Backward inhibition,0,0,3,0
Lyme disease,0,1,2,0
Sensorimotor cortex,0,0,2,1
Obstacle avoidance,1,0,2,0
Images,1,0,2,0
Men,0,1,1,1
Empathizing,1,1,0,1
Positive emotion,2,1,0,0
Emotional stimuli,1,1,1,0
Visual short term memory,0,1,2,0
DHA,0,1,2,0
performance,1,0,1,1
Expectations,0,1,1,1
Hypothesis testing,1,0,2,0
Human experimentation,0,2,0,1
computer vision,0,2,1,0
Volumetric MRI,0,0,3,0
Blast injury,1,1,0,1
Principal components analysis,1,0,0,2
Placebo effect,2,1,0,0
Lesion study,0,1,1,1
Knockout,0,1,2,0
Social development,0,1,2,0
Motor skill,1,1,1,0
Premature infants,0,0,2,1
V4,0,3,0,0
Intelligence quotient,0,0,2,1
Voice,0,1,2,0
Plasma levels,0,2,1,0
Affective prosody,0,0,2,1
Size estimation,0,2,0,1
Sensorimotor processing,2,0,1,0
Caregiving,0,1,1,1
Tool,0,1,2,0
Support vector machine,0,0,2,1
tactile,1,1,0,1
Contrast,0,0,3,0
Long-term follow-up,1,2,0,0
Self-representation,0,1,1,1
Subarachnoid haemorrhage,1,0,1,1
Cancellation task,1,2,0,0
Interference resolution,0,1,2,0
Visual span,0,1,2,0
electrophysiology,0,1,2,0
Physical disability,1,1,1,0
Intracranial recording,2,1,0,0
cocoa,0,2,1,0
Gaming,1,0,1,1
Learning/Memory,1,2,0,0
Synaesthesia/synesthesia,0,1,2,0
Observational learning,0,1,2,0
Fitness,0,1,2,0
Cell phone,0,1,2,0
Mental practice,2,1,0,0
time perception,0,2,1,0
Zebrafish,0,1,2,0
Negation,1,1,1,0
Social function,1,1,1,0
cerebral blood flow,1,0,2,0
amyloid-?,2,1,0,0
Hemispheric asymmetries,2,1,0,0
Emotional intelligence,0,3,0,0
Strategies,1,1,1,0
Scenes,0,0,2,1
Progranulin,0,0,2,1
Neuropsychological study,0,2,1,0
amnestic mild cognitive impairment,1,0,1,1
Top-down effect,0,2,0,1
Psychosocial functioning,0,1,1,1
Melanopsin,1,1,1,0
safety,2,0,1,0
vigilance,0,0,3,0
Resting-state functional magnetic resonance imaging,0,1,1,1
Visual oddball,2,1,0,0
unilateral neglect,0,1,1,1
Subjective visual vertical,0,1,2,0
risk factors,0,1,2,0
Nonagenarian,0,0,2,1
Adolescent development,1,1,0,1
Veterans,2,1,0,0
Inversion effect,0,1,2,0
Visual fatigue,1,1,1,0
Perceptual,1,2,0,0
P100,1,1,1,0
Controlled processing,0,1,1,1
EMG,1,1,1,0
Glucocorticoid receptor,1,1,1,0
Nitric oxide,0,0,2,1
Cognitive phenotype,1,0,2,0
"Cognition disorders,0,0,0,0
Introspection,2,1,0,0
spatial learning,1,1,1,0
Parsing,1,0,1,1
R.,0,0,2,1
Drivers,1,0,1,1
cognitive bias,1,0,1,1
Microbleeds,1,1,1,0
Diet,0,2,1,0
Lateralisation,0,1,1,1
Medication adherence,0,1,1,1
Small-world,0,2,1,0
executive control,2,0,1,0
Dedifferentiation,1,2,0,0
Antipsychotic agents,1,1,1,0
Open field,0,3,0,0
Analgesics,0,2,1,0
Theanine,2,1,0,0
Narratives,0,2,0,1
Facial identity,2,1,0,0
Test-retest reliability,0,2,1,0
self-regulation,0,0,1,2
Mini-mental state examination,0,0,2,1
Mesial temporal sclerosis,0,1,2,0
Receptive field,1,2,0,0
Transitivity,1,0,2,0
Grapheme-colour,0,2,1,0
Sulpiride,0,1,2,0
endophenotype,0,0,2,1
Pe,2,0,1,0
antisaccade,2,1,0,0
Visual spatial,0,0,3,0
Visual attention span,2,0,1,0
Discourse analysis,0,1,2,0
sensitivity,2,0,0,1
Lesion studies,0,1,1,1
Causal perception,1,2,0,0
Central pain,1,2,0,0
Pharmacology,1,0,2,0
Category,1,0,1,1
Executive processes,0,2,1,0
Prenatal drug exposure,0,1,2,0
Bupropion,0,3,0,0
Toluene,0,0,2,1
Voluntary movement,1,0,2,0
Familial,0,1,2,0
Wavelet,0,2,1,0
Amyotrophic lateral sclerosis,0,2,1,0
Vision loss,1,0,2,0
Carotid arteries,0,1,2,0
Intrusion,1,1,0,1
binding,0,1,1,1
Dexterity,2,1,0,0
driving safety,1,1,0,1
Temporal perception,0,1,1,1
Free choice,1,2,0,0
Cardiorespiratory fitness,0,2,1,0
OTS,2,1,0,0
Enriched environment,1,1,1,0
Visceral pain,1,1,1,0
Omega-3 fatty acids,0,1,2,0
Neural activation,1,1,1,0
psychophysiology,0,1,2,0
Real-time fMRI,1,1,1,0
Temporal lobectomy,0,2,1,0
Coherence of potentials,0,2,1,0
Response latency,0,0,3,0
In-vehicle information systems,0,1,2,0
Correlations,1,0,1,1
Nursing home,1,0,1,1
follow-up,1,0,1,1
Electroretinogram,2,0,1,0
Electrical stimulation,0,0,3,0
Inferior temporal cortex,0,2,1,0
Five-choice serial reaction time task,0,2,1,0
Hippocampal atrophy,1,1,1,0
Hemispheric differences,2,0,1,0
Event-related brain potential (ERP),0,1,2,0
Random number generation,1,0,2,0
Nutritional status,1,1,1,0
Varenicline,0,1,2,0
Panic disorder,1,1,1,0
Stereotype,2,1,0,0
Cocoa,1,1,1,0
synaptic plasticity,0,1,2,0
Pattern classification,1,1,1,0
Haptic feedback,0,2,1,0
Steroid hormones,0,3,0,0
Deferred imitation,1,2,0,0
automobile driving,1,0,0,2
Multivitamin,1,0,2,0
Resources,0,0,3,0
Dorsal premotor cortex,1,1,1,0
Vigabatrin,2,1,0,0
Scanpath,3,0,0,0
User experience,2,1,0,0
Word retrieval,1,0,2,0
Body perception,1,1,1,0
memory disorders,0,0,2,1
Problem-solving,2,1,0,0
Nonverbal,2,0,1,0
Word identification,2,0,0,1
Dorsal stream vulnerability,0,2,1,0
Visual preference,1,1,1,0
Perceptual modality,0,0,1,1
Sexual abuse,0,1,1,0
Topography,0,0,2,0
preterm birth,0,1,1,0
Bilateral,0,0,2,0
Multimodal communication,0,1,1,0
Citalopram,0,0,2,0
P3 latency,0,0,2,0
Visual object recognition,0,1,1,0
Balint's syndrome,0,1,1,0
Resource,0,2,0,0
Cognitively high performing,0,0,1,1
Rhinal cortex,1,0,1,0
Design stance,0,0,1,1
Sympathetic nervous system,1,0,0,1
Craft,1,0,1,0
Social judgement,1,1,0,0
Veteran,0,1,1,0
Human infants,0,1,1,0
Syncope,0,0,1,1
Enhanced perceptual functioning model,0,2,0,0
Descending influences,0,0,2,0
Older,0,1,1,0
Ebbinghaus illusion,1,1,0,0
Toddler,1,1,0,0
HIV/AIDS,1,0,0,1
Task,1,0,1,0
mentalizing,0,1,1,0
Temporal resolution,1,0,1,0
crawling,1,1,0,0
Hydrogen sulfide,1,1,0,0
Angular gyrus,0,2,0,0
tau,1,1,0,0
Speed of information processing,0,0,1,1
networks,1,1,0,0
CNS Vital Signs,0,1,1,0
Borderline Personality Disorder,0,1,1,0
Auditory oddball,0,1,1,0
Endoscopic third ventriculostomy,0,0,1,1
Gist,0,0,0,2
EEG rhythms,1,0,1,0
affective intensity,0,2,0,0
Alzheimer dementia,0,2,0,0
Gestural communication,1,1,0,0
Emotional expressions,1,0,1,0
Mexican Americans,1,0,1,0
Daytime sleepiness,0,1,1,0
Maternal care,1,0,1,0
ERD/ERS,0,1,1,0
Elderly people,1,0,1,0
Pituitary adenoma,0,1,1,0
Free energy,0,2,0,0
Motion-onset VEPs,0,1,1,0
Self-other distinction,0,1,1,0
FMRI BOLD,1,0,1,0
letter position coding,0,2,0,0
Older population,1,1,0,0
Error-related negativity (ERN),1,0,1,0
orbitofrontal cortex,0,2,0,0
threat,1,1,0,0
Medication management,0,2,0,0
Complex,0,1,1,0
Duchenne Muscular Dystrophy,0,1,1,0
metabolic syndrome,0,2,0,0
Nicotine dependence,0,1,1,0
Neurobehavior,0,1,1,0
gamma oscillations,0,1,0,1
Audio-visual perception,0,1,1,0
Motion lines,0,0,2,0
Motion-in-depth,0,2,0,0
Internal models,0,2,0,0
Preclinical dementia,0,2,0,0
Multisensory processes,0,1,1,0
Darifenacin,0,1,1,0
Somatotopy,1,0,1,0
Neurodevelopmental outcome,2,0,0,0
Spectroscopy,0,1,1,0
Learning processes,1,0,1,0
Dexamethasone,0,0,1,1
Visual systems,1,1,0,0
Frontal Lobe,0,0,1,1
Religiosity,0,1,1,0
Genetic algorithms,1,1,0,0
Novel object recognition,0,0,1,1
social development,0,0,1,1
Neuropsychological performances,0,0,1,1
Psychiatry,0,0,2,0
Eyewitness identification,0,0,2,0
action simulation,0,1,1,0
Offside,0,2,0,0
PDD,0,1,1,0
3?-diol,0,0,2,0
DSM-IV-TR,0,1,0,1
Neurocognitive performance,0,0,2,0
Prospection,0,1,1,0
Intermediate phenotype,0,0,2,0
WIAT-II,0,1,0,1
Fear of negative evaluation,2,0,0,0
Type 1 diabetes mellitus,1,0,1,0
Somatosensory amplification,1,1,0,0
health education,1,0,1,0
Attention networks,0,1,0,1
FXTAS,0,0,2,0
Neural adaptation,0,1,0,1
Kindergarten children,1,0,0,1
Spatial stroop,1,1,0,0
Brain asymmetry,1,0,1,0
Hypotension,0,0,1,1
Individuation,0,0,1,1
Petrol,2,0,0,0
Birds,0,0,1,1
Robotics,1,0,1,0
Metrics,0,2,0,0
Selection-for-action,0,1,1,0
Reward processing,1,1,0,0
Cardiovascular diseases,0,1,1,0
Gender identity disorder,0,1,1,0
Cortical atrophy,0,1,1,0
comprehension,2,0,0,0
Event-related design,0,0,2,0
BA10,0,1,0,1
Japanese macaques,0,1,1,0
Volitional control,0,2,0,0
Text comprehension,0,0,1,1
Visual ability,0,2,0,0
Presentation modality,1,1,0,0
Prototypes,1,0,0,1
relapse,0,0,2,0
Operant learning,0,2,0,0
Numerical value,0,0,1,1
Clinical research,2,0,0,0
Equine,1,1,0,0
Traumatic Brain Injury,0,1,1,0
SAM,0,0,1,1
Ambiguous figure,0,1,1,0
Temporomandibular disorders,0,0,2,0
Winner-take-all,0,2,0,0
Young children,0,1,1,0
Regression,1,1,0,0
correlation,0,1,1,0
Spinal cord,1,1,0,0
Reversibility,0,0,1,1
Egocentric space,0,1,0,1
Altitude,0,1,1,0
Childhood adversity,0,0,2,0
Visual assessment,1,0,1,0
Independence,0,0,2,0
Mirror-neuron system,1,1,0,0
Pediatric bipolar disorder,0,0,2,0
Retraining,0,1,1,0
Susac's syndrome,2,0,0,0
Portion size,1,1,0,0
Tactile sensation,0,0,2,0
Vividness,2,0,0,0
Wheel running,0,0,2,0
Gravity perception,0,1,1,0
Quantitative discrimination,0,1,1,0
Asthenopia,1,1,0,0
Coffee,1,0,0,1
Phencyclidine,0,1,1,0
Anterior cingulate cortex (ACC),1,0,1,0
Psychometric evaluation,1,0,1,0
Neural correlates of consciousness,0,0,1,1
Image analysis,1,1,0,0
Memory task,0,2,0,0
Mechanism,0,1,1,0
Long-chain polyunsaturated fatty acids,0,0,1,1
Non-verbal communication,0,0,2,0
Heading,0,0,1,1
visual cortex,0,1,0,1
Cognition (general),1,1,0,0
Rapid visual information processing,0,1,0,1
computational modeling,0,1,1,0
peptide,0,0,1,1
Social anxiety disorder,1,0,1,0
Sleep disruption,1,1,0,0
social anxiety,1,0,1,0
Schizophreniform disorder,1,0,1,0
References,2,0,0,0
Enfacement illusion,0,2,0,0
CSF,0,0,1,1
Multimedia cartography,1,0,1,0
Retrosplenial cortex,1,0,0,1
Pergolide,2,0,0,0
Complications,0,2,0,0
Film comprehension,0,0,2,0
Visual display,1,1,0,0
Visual cognition behavior,0,1,0,1
Repeatable Battery for the Assessment of Neuropsychological Status,0,1,1,0
Gamma band activity,0,1,0,1
VLPFC,0,2,0,0
Symptomatology,0,1,1,0
body,0,0,2,0
Crossmodal interaction,0,0,2,0
Cognitive motivation,1,1,0,0
Tramadol,0,1,1,0
Interferon-?,0,1,1,0
subliminal perception,0,1,1,0
DRdengineering gene,2,0,0,0
Memory capacity,0,1,1,0
Barrier,1,0,1,0
Long-term outcome,1,0,1,0
Executive cognitive function,0,0,2,0
Response Inhibition,1,0,1,0
?-band activity,0,0,2,0
Cognitive coordination,0,1,0,1
Magnocellular visual pathway,1,1,0,0
Blinking,0,2,0,0
Brain evolution,1,0,1,0
Ecological psychology,0,1,1,0
Savings,1,1,0,0
youth,1,0,1,0
Go/NoGo task,2,0,0,0
Object choice task,1,0,0,1
Cultural difference,1,1,0,0
Stroop interference,0,1,1,0
Functions,0,0,1,1
Anticonvulsants,1,0,1,0
Retinal degeneration,0,0,2,0
Test bias,2,0,0,0
Emotional modulation,0,0,2,0
retrieval,0,1,1,0
Multi-sensory,1,0,0,1
Presenilin 1,0,1,1,0
Direction judgment,0,0,0,2
Kindergarten,0,1,1,0
LTD,1,0,1,0
chimpanzee,1,0,0,1
Mind reading,1,0,1,0
Fasting,0,0,1,1
Constructional abilities,2,0,0,0
Dextroamphetamine,0,1,1,0
Trajectory,0,1,1,0
erythropoietin,0,0,2,0
object grasping,0,1,0,1
Satisfaction,0,1,1,0
Facial affect processing,0,1,0,1
Social causality,0,1,1,0
Emergent literacy,1,1,0,0
Recurrence,0,1,1,0
Prodromal AD,0,2,0,0
Functional network connectivity,1,1,0,0
Gestalt perception,0,0,2,0
Interhemispheric transfer time,0,0,1,1
Mind-reading,0,2,0,0
Bistable perception,1,1,0,0
Numerical Stroop task,0,0,2,0
APOE e{open}4,0,0,1,1
Logistic regression,0,1,0,1
Electric stimulation,1,0,1,0
Regulation,0,0,2,0
Noninvasive brain stimulation,0,1,1,0
Orexin 1 receptor,1,1,0,0
Early detection,0,1,1,0
Visual enumeration,0,1,1,0
Healthy controls,0,1,0,1
Infantile spasms,2,0,0,0
Gaze direction perception,0,0,2,0
Self-reference effect,0,1,1,0
NIRS,1,1,0,0
DYNOPTA,1,0,1,0
Psychiatric,0,1,1,0
Voluntary,0,1,1,0
Expert performance,0,1,1,0
Overshoot,0,0,1,1
Alpha reactivity,0,2,0,0
Pareidolia,0,0,2,0
acetylcholine,1,1,0,0
Extreme male brain,2,0,0,0
Protocol,0,2,0,0
Useful Field of View,0,0,0,2
Randomized controlled trials,0,0,2,0
Offline,0,2,0,0
Ramadan fasting,0,0,2,0
rhesus monkeys,0,1,1,0
pain assessment,1,0,0,1
screening test,0,0,2,0
Abstract,0,0,1,1
VCFS,1,1,0,0
Split brain,0,0,2,0
Physical health,1,0,1,0
Health,0,1,1,0
Acute stroke,1,1,0,0
Pharmacogenetics,0,1,1,0
Cortical dynamics,2,0,0,0
Striatal,0,0,2,0
Colour vision,0,1,1,0
computer graphics,0,1,1,0
Same-different,0,1,0,1
Acute exercise,0,0,1,1
Motor programming,0,2,0,0
Presentation time,0,1,1,0
Stuttering,1,0,1,0
Neuropsychological test battery,1,0,1,0
Excitotoxicity,0,0,1,1
Modality-specific,0,1,1,0
eating disorder,0,0,1,1
graph theory,0,2,0,0
Incongruence,1,0,1,0
Memory confidence,0,0,1,1
Picture recognition,0,1,1,0
First episode schizophrenia,0,1,1,0
Computation,0,1,1,0
Cognitive state,0,2,0,0
Object and pattern recognition,0,1,1,0
MR imaging,0,0,1,0
Mathematical problem solving,0,0,1,1
Main sequence,0,1,1,0
Carbamazepine,1,1,0,0
Zebra finch,2,0,0,0
Assimilative illusions,0,2,0,0
Continuous quantity,0,2,0,0
Cerebellar type,0,1,1,0
Patients,1,1,0,0
Walking speed,1,0,1,0
Hydrostatic pressure,0,1,1,0
Carbon monoxide poisoning,1,0,0,1
Visual short-term memory (VSTM),0,2,0,0
Baroreflex,0,2,0,0
Bottleneck,1,0,1,0
Bilateral eye movements,1,0,1,0
Femininity,0,0,2,0
utility,1,0,1,0
Memory load,0,2,0,0
Numerical architecture,1,0,0,1
Prostate,0,1,1,0
Health effects,0,0,2,0
Visuospatial dysfunction,1,0,0,1
Non-action video games,0,2,0,0
sustained attention,2,0,0,0
Motor consolidation,0,2,0,0
Visual-spatial abilities,0,1,1,0
Emotional sensitization,0,0,2,0
Down Syndrome,0,0,2,0
Visual pathways,0,0,2,0
Cross-modal correspondences,1,0,1,0
Apoptosis,0,1,1,0
Myopathy,0,1,1,0
Graphics,0,0,1,1
Microgravity,1,0,1,0
Span,0,0,2,0
REM sleep,1,1,0,0
prospective,0,0,2,0
Vasopressin,0,1,1,0
Diabetic ketoacidosis,0,0,2,0
Akatinol memantine,0,0,2,0
Continuous performance test (CPT),1,0,0,1
neuropathic pain,0,1,1,0
Subliminal perception,0,0,2,0
Unsupervised learning,0,0,2,0
Stereotactic surgery,0,1,1,0
Wisconsin card sorting test,2,0,0,0
Spatial orienting,1,1,0,0
Attentional processes,1,1,0,0
Boston naming test,1,0,1,0
control,0,0,1,1
Language skills,0,1,0,1
brain stimulation,0,1,1,0
Strategy use,0,1,1,0
metaphor,0,1,0,1
Straight and inverse priming,1,0,1,0
Attentional biases,0,0,1,1
Information processing bias,1,0,0,1
Typeface,0,0,1,1
Cognitive ageing,0,1,1,0
Means-end,1,0,1,0
Metabolic disease,0,1,1,0
NCTB,1,1,0,0
Featural information,1,0,0,1
visual-spatial cognition,0,2,0,0
Experiential learning,0,0,2,0
Numerical development,0,1,1,0
Sexual selection,0,0,2,0
Mental transformation,0,1,1,0
Embedded figures task,1,0,0,1
Signal-to-noise ratio,1,0,1,0
RCT,1,0,1,0
type 1 diabetes,1,1,0,0
Dissociations,0,2,0,0
Ecological rationality,0,0,2,0
Neuroprotective agents,0,1,1,0
Attention control,1,0,0,1
Functional cerebral asymmetries,1,1,0,0
Holograms,1,1,0,0
sensory impairment,2,0,0,0
computerized cognitive testing,1,1,0,0
Contamination,0,0,1,1
ovariectomy,1,0,1,0
Serial-order,0,1,1,0
Comprehensive geriatric assessment,0,1,1,0
Information design,0,0,2,0
Length effect,1,0,0,1
cardiovascular,1,1,0,0
Speech-associated gestures,0,0,1,1
"Depression,0,0,0,0
Pan paniscus,1,0,1,0
Splenium,0,0,2,0
Manipulable objects,0,1,1,0
Fetal alcohol spectrum disorder (FASD),0,2,0,0
E-learning,1,1,0,0
Learning/memory,2,0,0,0
Sensorineural hearing loss,0,2,0,0
Forward model,0,2,0,0
Baboon,1,0,1,0
Social judgment,1,1,0,0
Intentional binding,1,1,0,0
Low birth weight,0,1,1,0
spatial abilities,0,0,0,2
Learning-set,0,2,0,0
Automatic modeling,0,1,0,1
Charles Bonnet Syndrome,0,0,1,1
Elasmobranch,0,1,0,1
Guidance of attention,0,1,0,1
Dopamine agonists,0,1,1,0
optic flow,0,0,2,0
Subliminal stimuli,0,0,1,1
visuospatial cognition,1,1,0,0
Sensory-perceptual-motor,0,1,1,0
Self-construal,1,1,0,0
ILF,0,1,1,0
Body Dysmorphic Disorder,1,1,0,0
Cinema,0,1,0,1
LDL,0,0,2,0
Computer games,0,0,2,0
cognitive abilities,0,1,0,1
Ultrabrief pulsewidth,0,0,2,0
Verbal learning,0,1,1,0
Sensory suppression,0,2,0,0
Factor structure,1,0,1,0
Quantifier,2,0,0,0
Cognitive mapping,1,1,0,0
Mirtazapine,0,0,2,0
Blink,0,1,1,0
Videos,1,1,0,0
Acculturation,0,0,2,0
Parent-child interaction,0,0,1,1
Sensory manipulation,0,0,2,0
Neurosteroids,0,0,2,0
Night shift,0,1,1,0
Adjuvant therapy,1,0,0,1
Traffic safety,1,1,0,0
Stimulus duration,1,0,1,0
Case reports,1,0,1,0
Endotoxin,0,0,2,0
emotional,0,1,1,0
Chronic cerebral hypoperfusion,0,1,1,0
Cognitive estimation,1,0,1,0
Numerical ability,0,0,2,0
Pharmacological treatment,1,1,0,0
Age factors,0,0,2,0
Impulse control disorder,0,0,2,0
Muscle fatigue,2,0,0,0
Fronto-temporal dementia,0,1,0,1
Nonmotor symptoms,0,2,0,0
Executive function (EF),0,1,0,1
methylphenidate,0,0,1,1
Perceptual development,2,0,0,0
Alzheimer's,0,1,1,0
socioemotional selectivity theory,0,1,1,0
