Old Title,Abstract ,,,,,,,,,,,,Title
Human Brain Mapping,Bimanual coordination; Cognitive control; FMRI; Task switching; Traumatic brain injury,,,,,,,,,,,,dengineering
Psychophysiology,Adolescence; dEEG; Emotion; Mood dimensions; Self,,,,,,,,,,,,dengineering
Behavioural Processes,Abstract concept; Grey parrot; Matching-to-sample; Number; Sameness,,,,,,,,,,,,dengineering
Neurorehabilitation and Neural Repair,associative memory; cognitive therapy; cognitive treatment; face-name learning; fMRI; neuroimaging,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,d-lifescience
South African Journal of Education,Classroom questions; Collaborative teacher practice; English language teachers; Higher order thinking; Professional development programme; Taxonomy of cognition; Visual literacy,,,,,,,,,,,,dmedicine
Journal of Clinical Sleep Medicine,Circadian; Cognition; DLMO; Melatonin; Performance; PVT; Sleep regulation; Two-process model,,,,,,,,,,,,dmedicine
Psychiatria Polska,Depression; SSRI; Working memory,,,,,,,,,,,,dmedicine
Psychiatria Polska,Cognitive deficits; COMT; MAO-A; Schizophrenia,,,,,,,,,,,,dmedicine
Frontiers in Neural Circuits,Calcium imaging; GCaMP; Perception; Prey capture; Recognition (psychology); Vision; Visual cognition; Visual perception; Zebrafish,,,,,,,,,,,,dengineering
Vision Research,Antisaccade; Latency; Protocol; Saccade,,,,,,,,,,,,dengineering
PLoS ONE,,,,,,,,,,,,,dengineering
Frontiers in Human Neuroscience,Attentional capture; Incentive salience; Reward learning; Reward prediction; Selective attention,,,,,,,,,,,,dsocial science
PLoS ONE,,,,,,,,,,,,,dsocial science
Research in Autism Spectrum Disorders,Emotion recognition; Eye tracking; Fixation durations; Fixations; Socialisation,,,,,,,,,,,,d-lifescience
Accident Analysis and Prevention,Ageing; Drivers; Looming; Older; Perception; Road; Safety; Tau; Time-to-contact; Vision,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Frontiers in Human Neuroscience,Approaches; Cognitive neuroscience; Conceptual limitations; Creative cognition; Creative neurocognition; Definitions; Normative cognition; Technical limitations,,,,,,,,,,,,dmedicine
Frontiers in Human Neuroscience,Bird; Brain; Cultural transmission; Hominin; Innovation; Non-human primate; Tool,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dengineering
Investigative Ophthalmology and Visual Science,Dual task; Reaching and grasping; Visual impairment,,,,,,,,,,,,dengineering
Journal of Neuroscience,,,,,,,,,,,,,dengineering
Spine,Conservative treatment; Osteoporosis; Patient outcome; Prognostic factor; Vertebral fracture,,,,,,,,,,,,dsocial science
Journal of the Neurological Sciences,Carotid artery stenting; Cognitive performance; DWI lesion,,,,,,,,,,,,dsocial science
American Journal of Epidemiology,cognitive disorders; occupational exposure; organophosphorus compounds; pesticides,,,,,,,,,,,,d-lifescience
Journal of Behavior Therapy and Experimental Psychiatry,Borderline personality disorder; Confidence; Decision making; Deese-Roediger-McDermott; False memories; Visual memory,,,,,,,,,,,,dmedicine
Chinese Medical Journal,Aphasia; Chinese; Cognitive impairments; Language disorders; Stroke,,,,,,,,,,,,dmedicine
JAMA - Journal of the American Medical Association,,,,,,,,,,,,,dmedicine
Filozofska Istrazivanja,Anti-ocularcentrism; Ocularcentrism; Scopic regime; Visual culture,,,,,,,,,,,,dmedicine
Stroke Research and Treatment,,,,,,,,,,,,,dengineering
Journal of Alzheimer's Disease,Aging; caffeine; cognition; cohort studies; epidemiology; risk factors,,,,,,,,,,,,dengineering
BMC Nephrology,Chronic kidney disease; Competing-risk analysis; Conservative management; Elderly; Renal replacement therapy,,,,,,,,,,,,dengineering
Proceedings. Biological sciences / The Royal Society,,,,,,,,,,,,,dsocial science
Proceedings of the Royal Society B: Biological Sciences,Body mass; Brain's orbits; Neanderthals; Social cognition,,,,,,,,,,,,dsocial science
Journal of Cognitive Neuroscience,,,,,,,,,,,,,d-lifescience
Experimental Psychology,Accessory stimuli; Cognitive control; Conflict processing; Simon task; Stroop task,,,,,,,,,,,,dmedicine
Journal of Cognitive Neuroscience,,,,,,,,,,,,,dmedicine
"Attention, Perception, and Psychophysics",Attention; Categorization; Error; Eye movements; Eye tracking; Learning; Modeling; Optimization; Temporal regularity; Visual cognition,,,,,,,,,,,,dmedicine
Developmental Cognitive Neuroscience,Adolescence; Creative cognition; fMRI; Prefrontal cortex; Problem solving,,,,,,,,,,,,dmedicine
"Attention, Perception, and Psychophysics",Cognitive load; Global-local; Navon stimuli; Perceptual bias,,,,,,,,,,,,dengineering
NeuroImage,Conditionals; Counterfactual thinking; FMRI; Indicative mood; Subjunctive mood,,,,,,,,,,,,dengineering
Frontiers in Computational Neuroscience,Acetylcholine; Donepezil; Neural plasticity; Perceptual learning; Vision,,,,,,,,,,,,dengineering
Handbook of Clinical Neurology,,,,,,,,,,,,,dsocial science
BMC Medicine,Autism; Development; Evolution; Heterochrony,,,,,,,,,,,,dsocial science
 10.1016/j.neuron.2008.12.007,,,,,,,,,,,,,d-lifescience
PLoS ONE,,,,,,,,,,,,,dmedicine
Handbook of Clinical Neurology,,,,,,,,,,,,,dmedicine
Frontiers in Integrative Neuroscience,,,,,,,,,,,,,dmedicine
"Psychology, Health and Medicine",altered states of consciousness; anxiety disorder; binocular depth inversion; memory; perception; psychosis; reality testing,,,,,,,,,,,,dmedicine
Neuropsychologia,Change blindness; Perceptual consciousness; Scene categorization; Sperling experiment; Subjective experience; Visual system,,,,,,,,,,,,dengineering
Cortex,Blindness; Numerical estimation,,,,,,,,,,,,dengineering
PLoS ONE,,,,,,,,,,,,,dengineering
Cognition,Auditory rhythm; Beat; Cross-modal attention; Entrainment; Syllable segmentation; Visual word recognition,,,,,,,,,,,,dsocial science
General Hospital Psychiatry,Charles Bonnet syndrome; DLB; Memantine; MIBG,,,,,,,,,,,,dsocial science
Addictive Behaviors,Addiction; Cognition; Drug; Ketamine; Substance abuse,,,,,,,,,,,,d-lifescience
Visual Cognition,Decision theory; Low prevalence effect; Perception; Prevalence; Signal detection; Visual search,,,,,,,,,,,,dmedicine
European Journal of Pain (United Kingdom),,,,,,,,,,,,,dmedicine
Neurophysiology,orientation identification; sensory-mental task; sinusoidal gratings; visual ERPs (VERPs),,,,,,,,,,,,dmedicine
Human Brain Mapping,Emotional processing; Facial perception; Fractional anisotropy; Gray matter; Interpersonal factor; Intrapersonal factor; Situation management factor,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dengineering
Wiley Interdisciplinary Reviews: Cognitive Science,,,,,,,,,,,,,dengineering
Dementia and Geriatric Cognitive Disorders,Alzheimer's disease; Assessment of cognitive disorders/dementia; DMS48; Memory; Mild cognitive impairment; Prognosis; Visual recognition memory,,,,,,,,,,,,dengineering
Child Development,,,,,,,,,,,,,dsocial science
"Journal of Neurology, Neurosurgery and Psychiatry",,,,,,,,,,,,,dsocial science
Computer Methods in Biomechanics and Biomedical Engineering,E-Prime software; simultaneous stimulation; tactile stimulator; tactile-visual-auditory stimulation,,,,,,,,,,,,d-lifescience
Appetite,Attentional bias; Attentional blink; Food; Rapid serial visual presentation task; Restrained eating,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Experimental Brain Research,Distance perception; Embodied cognition; Hand movements; Perception-action coupling,,,,,,,,,,,,dmedicine
Risk Analysis,Map cognition; Risk communication; Uncertainty; Visual cognition,,,,,,,,,,,,dmedicine
Psychophysiology,Aging; Attention; Cognition; EEG/ERP; Learning/Memory; Working memory,,,,,,,,,,,,dengineering
Psychological Science,attentional capture; cognitive control; feature-based attention; spatial attention; statistical learning; visual search,,,,,,,,,,,,dengineering
Clinical Rheumatology,Ankylosing spondylitis; Anxiety; Depression; Illness representations; Quality of life,,,,,,,,,,,,dengineering
Neuropsychologia,Motor imagery; Mu activity; Pre-motor cortex and supplementary motor cortex; Sensitive-motor cortex; Visual-motor task,,,,,,,,,,,,dsocial science
Experimental Brain Research,Go/NoGo task; Magnetoencephalography; PPC; Reaction time; Task practice,,,,,,,,,,,,dsocial science
Zhurnal vysshe? nervno? deiatelnosti imeni I P Pavlova,,,,,,,,,,,,,d-lifescience
Aphasiology,Action understanding; Aphasia; Event processing; Nonverbal cognition,,,,,,,,,,,,dmedicine
Research in Developmental Disabilities,Executive functions; Genetic syndromes; Intellectual disability; Neuropsychological profile,,,,,,,,,,,,dmedicine
Computer Methods and Programs in Biomedicine,Blink; Cognitive load; Eye activity; Eye movement; Fixation; Physiological measures; Pupil; Saccade,,,,,,,,,,,,dmedicine
Behavioral and Brain Sciences,action; attention; Bayesian brain; expectation; generative model; hierarchy; perception; precision; prediction; prediction error; predictive coding; top-down processing,,,,,,,,,,,,dmedicine
Developmental Science,,,,,,,,,,,,,dengineering
Social Neuroscience,Action observation; fMRI; Perspective taking; Social cognition,,,,,,,,,,,,dengineering
British Journal of Psychology,,,,,,,,,,,,,dengineering
Infancy,,,,,,,,,,,,,dsocial science
Stress,Anxiety disorders; Associative learning; Avoidance; Behavioral inhibition; Decision making; PTSD (posttraumatic stress disorder),,,,,,,,,,,,dsocial science
Psychological Science,attention; cognitive processes; color perception; visual attention; visual search,,,,,,,,,,,,d-lifescience
Ergonomics,human errors; numerical typing; response complexity; touch screen; visual feedback,,,,,,,,,,,,dmedicine
Clinical Neuropsychologist,Acculturation; Cognition; Cross-cultural; Drawing; Education; Illiteracy; Neuropsychological testing,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Appetite,Cognitive reappraisal; Craving; Eating; Food; Regulation,,,,,,,,,,,,dmedicine
Journal of the American Geriatrics Society,aging; biomeasures; health,,,,,,,,,,,,dengineering
Appetite,Caffeine; Energy drink; Performance; Reaction time; Taurine,,,,,,,,,,,,dengineering
Journal of Psychopharmacology,anxiety; cocoa; cognition; flavonol; mood; polyphenol,,,,,,,,,,,,dengineering
Human Brain Mapping,Creativity; Temporal lobe; Writing,,,,,,,,,,,,dsocial science
Visual Cognition,Attentional capture; Attentional control setting; Offset capture; Onset capture,,,,,,,,,,,,dsocial science
Developmental Science,,,,,,,,,,,,,d-lifescience
Alzheimer's and Dementia,Cerebrospinal fluid; Frontotemporal dementia; Neuropsychological assessment,,,,,,,,,,,,dmedicine
Brain Structure and Function,CREB; Hippocampus; Learning; Memory; miRNA; Neuronal plasticity,,,,,,,,,,,,dmedicine
Schizophrenia Research,Cognition; Everyday functioning; MCCB; Schizophrenia; UPSA-B,,,,,,,,,,,,dmedicine
"Journal of Neurology, Neurosurgery and Psychiatry",,,,,,,,,,,,,dmedicine
Cortex,Conceptual knowledge; Concreteness; Progressive aphasia; Semantic cognition,,,,,,,,,,,,dengineering
Schizophrenia Research,Attention; Event related potential; Mismatch negativity; Modulation; P300,,,,,,,,,,,,dengineering
Headache,chronic migraine; functional connectivity; functional magnetic resonance imaging; headache; migraine; pain,,,,,,,,,,,,dengineering
Journal of Autism and Developmental Disorders,Autism; CANTAB; Executive functions; Information processing; Movement time; Reaction time,,,,,,,,,,,,dsocial science
Schizophrenia Bulletin,contextual modulation; facial affect processing; schizophrenia; social cognition,,,,,,,,,,,,dsocial science
"Aging, Neuropsychology, and Cognition",Anger; Basic emotions; Cognitive aging; Emotion recognition; Facial expressions,,,,,,,,,,,,d-lifescience
Journal of Experimental Social Psychology,Categorization; Fluency; Prejudice; Social cognition; Social perception,,,,,,,,,,,,dmedicine
Canadian Journal of Physiology and Pharmacology,Automobile driving; Autonomic nervous system; Cardiovascular disease; Driving simulator; Executive function; Mediation analysis; Visual attention,,,,,,,,,,,,dmedicine
Journal of Experimental Child Psychology,Category-based reasoning; Cognitive development; Induction; Kinship knowledge; Linguistic labels; Semantic development,,,,,,,,,,,,dmedicine
World Journal of Biological Psychiatry,ADHD; Adults; Cognition; Memantine; Psychopharmacology,,,,,,,,,,,,dmedicine
Nutritional Neuroscience,Alertness; Attention; Chewing gum; Mood,,,,,,,,,,,,dengineering
Cortex,Automaticity; Magnitude processing; Mental number line; Number - space synesthesia,,,,,,,,,,,,dengineering
Experimental Brain Research,fMRI; Scanner effects on performance; Stress; Test-retest reliability; Validity,,,,,,,,,,,,dengineering
"Journal of Neurology, Neurosurgery and Psychiatry",,,,,,,,,,,,,dsocial science
U.S. Pharmacist,,,,,,,,,,,,,dsocial science
Acta Psychologica,Auditory cognition; Ecological acoustics; Size estimation,,,,,,,,,,,,d-lifescience
Cognitive Processing,Learning; Spatial cognition; STEM; Visualizations,,,,,,,,,,,,dmedicine
Infancy,,,,,,,,,,,,,dmedicine
Cognitive Processing,Cognitive development; Mental rotation; Motor experience; Preschool children; Spatial cognition,,,,,,,,,,,,dmedicine
Neurorehabilitation and Neural Repair,cognition; neuropsychology; occupational therapy; rehabilitation,,,,,,,,,,,,dmedicine
Journal of Experimental Child Psychology,Action understanding; Emotion processing; Generalized linear mixed models; Infancy; Pupil dilation; Social cognition,,,,,,,,,,,,dengineering
Journal of Neurotrauma,Active place avoidance; Axonal injury; Context discrimination; Neuroinflammation,,,,,,,,,,,,dengineering
Addiction Biology,Cocaine; cognitive flexibility; orbitofrontal cortex; rat; reversal learning; serotonin,,,,,,,,,,,,dengineering
Journal of Studies on Alcohol and Drugs,,,,,,,,,,,,,dsocial science
"Acta Paediatrica, International Journal of Paediatrics",Buprenorphine; Development; Foetus; Neurobehavioural; Opioid dependence,,,,,,,,,,,,dsocial science
Neurorehabilitation and Neural Repair,attentional deficits; cerebellum; cognitive rehabilitation; fMRI; multiple sclerosis; parietal cortex,,,,,,,,,,,,d-lifescience
International Journal of Geriatric Psychiatry,Alzheimer's disease; doxycycline; randomized; rifampin; trial,,,,,,,,,,,,dmedicine
Developmental Science,,,,,,,,,,,,,dmedicine
Journal of Cognitive Neuroscience,,,,,,,,,,,,,dmedicine
American Journal of Speech-Language Pathology,Aphasia; Attention; Reading; Resource allocation,,,,,,,,,,,,dmedicine
Orvosi Hetilap,cognitive function; effect size; metaanalysis; type 1 diabetes; type 2 diabetes,,,,,,,,,,,,dengineering
Ear and Hearing,,,,,,,,,,,,,dengineering
Journal of NeuroEngineering and Rehabilitation,,,,,,,,,,,,,dengineering
Pediatric Infectious Disease Journal,Antiretroviral therapy; Children; HIV; Neurodevelopment; Resource-limited settings,,,,,,,,,,,,dsocial science
Sleep,Brain networks; Functional connectivity; Independent component analysis; Obstructive sleep apnea; Voxel-based morphometry,,,,,,,,,,,,dsocial science
Journal of Pediatric Hematology/Oncology,Cerebral venous thrombosis; Neurocognitive; Outcomes,,,,,,,,,,,,d-lifescience
Accident Analysis and Prevention,Automobile driving; Clinical practice guideline; Geriatrics; Health status; Older driver,,,,,,,,,,,,dmedicine
"Attention, Perception, and Psychophysics",Embodied cognition; Visual perception; Visual search,,,,,,,,,,,,dmedicine
European Journal of Ophthalmology,African; Children; Down syndrome; Visual need,,,,,,,,,,,,dmedicine
